scientificName,synth_col,redlistCategory,Migratory status,single_island_endemic,Eradication.ID,Status (Eradication),seasonal,Island.Name,Archipelago,Region,Country,geom,Rodent_attributed_final
Chenonetta finschi,No studies found,Extinct,Not a Migrant,no,1984,Successful,1,Bench,Stewart Islands,Pacific Ocean - South West,New Zealand,168.2398052|-46.90934994,Rattus exulans
Coenocorypha iredalei,No studies found,Extinct,Not a Migrant,no,1984,Successful,1,Bench,Stewart Islands,Pacific Ocean - South West,New Zealand,168.2398052|-46.90934994,Rattus exulans
Mergus australis,No studies found,Extinct,Not a Migrant,no,1984,Successful,1,Bench,Stewart Islands,Pacific Ocean - South West,New Zealand,168.2398052|-46.90934994,Rattus exulans
Tribonyx hodgenorum,No studies found,Extinct,Not a Migrant,no,1984,Successful,1,Bench,Stewart Islands,Pacific Ocean - South West,New Zealand,168.2398052|-46.90934994,Rattus exulans
Nesofregetta fuliginosa,No studies found,Endangered,Full migrant,no,2458,Successful,2,Big Ambo,Line Islands (Kiritimati),Pacific Ocean - North East,Kiribati,-157.4321447|1.838159457,Rattus exulans
Nesofregetta fuliginosa,No studies found,Endangered,Full migrant,no,2441,Successful,2,Big Fred/Tonga,Line Islands (Kiritimati),Pacific Ocean - North East,Kiribati,-157.4153966|1.846677037,Rattus exulans
Nesofregetta fuliginosa,No studies found,Endangered,Full migrant,no,2437,Successful (Reinvaded),2,Big Nimroona,Line Islands (Kiritimati),Pacific Ocean - North East,Kiribati,-157.4243272|1.830097698,Rattus exulans
Nesofregetta fuliginosa,No studies found,Endangered,Full migrant,no,2460,Successful,2,Big Tibo,Line Islands (Kiritimati),Pacific Ocean - North East,Kiribati,-157.4393497|1.842800604,Rattus exulans
Coturnix novaezelandiae,All studies are not in support,Extinct,Not a Migrant,no,444,Successful,1,Burgess,Mokohinau Islands,Pacific Ocean - South West,New Zealand,175.113124|-35.90429006,Rattus exulans
Chenonetta finschi,No studies found,Extinct,Not a Migrant,no,444,Successful,1,Burgess,Mokohinau Islands,Pacific Ocean - South West,New Zealand,175.113124|-35.90429006,Rattus exulans
Mergus australis,No studies found,Extinct,Not a Migrant,no,444,Successful,1,Burgess,Mokohinau Islands,Pacific Ocean - South West,New Zealand,175.113124|-35.90429006,Rattus exulans
Tribonyx hodgenorum,No studies found,Extinct,Not a Migrant,no,444,Successful,1,Burgess,Mokohinau Islands,Pacific Ocean - South West,New Zealand,175.113124|-35.90429006,Rattus exulans
Megapodius laperouse,All studies are not in support,Near Threatened,Not a Migrant,no,876,Successful,1,Cocos,Mariana Islands,Pacific Ocean - North West,Guam,144.6515132|13.23791283,Rattus exulans
Coturnix novaezelandiae,All studies are not in support,Extinct,Not a Migrant,no,2683,Failed,1,Cone,Whangaroa Bay,Pacific Ocean - South West,New Zealand,173.7668127|-34.95304454,Rattus exulans
Chenonetta finschi,No studies found,Extinct,Not a Migrant,no,2683,Failed,1,Cone,Whangaroa Bay,Pacific Ocean - South West,New Zealand,173.7668127|-34.95304454,Rattus exulans
Mergus australis,No studies found,Extinct,Not a Migrant,no,2683,Failed,1,Cone,Whangaroa Bay,Pacific Ocean - South West,New Zealand,173.7668127|-34.95304454,Rattus exulans
Tribonyx hodgenorum,No studies found,Extinct,Not a Migrant,no,2683,Failed,1,Cone,Whangaroa Bay,Pacific Ocean - South West,New Zealand,173.7668127|-34.95304454,Rattus exulans
Turnagra tanagra,No studies found,Extinct,Not a Migrant,yes,2683,Failed,1,Cone,Whangaroa Bay,Pacific Ocean - South West,New Zealand,173.7668127|-34.95304454,Rattus exulans
Pterodroma pycrofti,Population study with data in support,Vulnerable,Full migrant,no,325,Successful,2,Coppermine,Hen and Chicken Islands,Pacific Ocean - South West,New Zealand,174.7721267|-35.8886159,Rattus exulans
Pterodroma pycrofti,Population study with data in support,Vulnerable,Full migrant,no,435,Failed,2,Coppermine,Hen and Chicken Islands,Pacific Ocean - South West,New Zealand,174.7721267|-35.8886159,Rattus exulans
Coturnix novaezelandiae,All studies are not in support,Extinct,Not a Migrant,no,325,Successful,1,Coppermine,Hen and Chicken Islands,Pacific Ocean - South West,New Zealand,174.7721267|-35.8886159,Rattus exulans
Coturnix novaezelandiae,All studies are not in support,Extinct,Not a Migrant,no,435,Failed,1,Coppermine,Hen and Chicken Islands,Pacific Ocean - South West,New Zealand,174.7721267|-35.8886159,Rattus exulans
Chenonetta finschi,No studies found,Extinct,Not a Migrant,no,325,Successful,1,Coppermine,Hen and Chicken Islands,Pacific Ocean - South West,New Zealand,174.7721267|-35.8886159,Rattus exulans
Mergus australis,No studies found,Extinct,Not a Migrant,no,325,Successful,1,Coppermine,Hen and Chicken Islands,Pacific Ocean - South West,New Zealand,174.7721267|-35.8886159,Rattus exulans
Tribonyx hodgenorum,No studies found,Extinct,Not a Migrant,no,325,Successful,1,Coppermine,Hen and Chicken Islands,Pacific Ocean - South West,New Zealand,174.7721267|-35.8886159,Rattus exulans
Chenonetta finschi,No studies found,Extinct,Not a Migrant,no,435,Failed,1,Coppermine,Hen and Chicken Islands,Pacific Ocean - South West,New Zealand,174.7721267|-35.8886159,Rattus exulans
Mergus australis,No studies found,Extinct,Not a Migrant,no,435,Failed,1,Coppermine,Hen and Chicken Islands,Pacific Ocean - South West,New Zealand,174.7721267|-35.8886159,Rattus exulans
Tribonyx hodgenorum,No studies found,Extinct,Not a Migrant,no,435,Failed,1,Coppermine,Hen and Chicken Islands,Pacific Ocean - South West,New Zealand,174.7721267|-35.8886159,Rattus exulans
Coturnix novaezelandiae,All studies are not in support,Extinct,Not a Migrant,no,838,Successful,1,Cuvier,Colville Channel,Pacific Ocean - South West,New Zealand,175.7716047|-36.43693492,Rattus exulans
Chenonetta finschi,No studies found,Extinct,Not a Migrant,no,838,Successful,1,Cuvier,Colville Channel,Pacific Ocean - South West,New Zealand,175.7716047|-36.43693492,Rattus exulans
Mergus australis,No studies found,Extinct,Not a Migrant,no,838,Successful,1,Cuvier,Colville Channel,Pacific Ocean - South West,New Zealand,175.7716047|-36.43693492,Rattus exulans
Tribonyx hodgenorum,No studies found,Extinct,Not a Migrant,no,838,Successful,1,Cuvier,Colville Channel,Pacific Ocean - South West,New Zealand,175.7716047|-36.43693492,Rattus exulans
Fregetta maoriana,No studies found,Critically Endangered,Not a Migrant,no,822,Successful,1,Double (Moturehu),Mercury Islands,Pacific Ocean - South West,New Zealand,175.9063272|-36.62541972,Rattus exulans
Nesofregetta fuliginosa,No studies found,Endangered,Full migrant,no,2434,Successful,2,Drum,Line Islands (Kiritimati),Pacific Ocean - North East,Kiribati,-157.3921183|1.838304651,Rattus exulans
Nesofregetta fuliginosa,No studies found,Endangered,Full migrant,no,2436,Successful (Reinvaded),2,East Drum,Line Islands (Kiritimati),Pacific Ocean - North East,Kiribati,-157.3881468|1.837206379,Rattus exulans
Fregetta maoriana,No studies found,Critically Endangered,Not a Migrant,no,468,Successful,1,Fanal,Mokohinau Islands,Pacific Ocean - South West,New Zealand,175.147196|-35.93996033,Rattus exulans
Pachycephala jacquinoti,No studies found,Near Threatened,Not a Migrant,no,2852,To Be Confirmed,1,Fangasito,Vava'u group (Otu Motu Lalo),Pacific Ocean - South East,Tonga,-174.0807198|-18.81904119,Rattus exulans
Pampusana stairi,No studies found,Vulnerable,Not a Migrant,no,2852,To Be Confirmed,1,Fangasito,Vava'u group (Otu Motu Lalo),Pacific Ocean - South East,Tonga,-174.0807198|-18.81904119,Rattus exulans
Pterodroma alba,All studies are not in support,Vulnerable,Full migrant,no,3148,Planned,2,Fatu Huku,Marquesas,Pacific Ocean - South East,French Polynesia,-138.9260018|-9.436772654,Rattus exulans
Fregetta maoriana,No studies found,Critically Endangered,Not a Migrant,no,885,Successful,1,Flax (Hokoromea),Mokohinau Islands,Pacific Ocean - South West,New Zealand,175.1039164|-35.91151522,Rattus exulans
Nesofregetta fuliginosa,No studies found,Endangered,Full migrant,no,2459,Failed,2,Frigatebird,Line Islands (Kiritimati),Pacific Ocean - North East,Kiribati,-157.3563251|1.821075062,Rattus exulans
Pterodroma pycrofti,Population study with data in support,Vulnerable,Full migrant,no,2909,Successful,2,Great Mercury,Mercury Islands,Pacific Ocean - South West,New Zealand,175.7957877|-36.61610385,Rattus exulans
Coturnix novaezelandiae,All studies are not in support,Extinct,Not a Migrant,no,2909,Successful,1,Great Mercury,Mercury Islands,Pacific Ocean - South West,New Zealand,175.7957877|-36.61610385,Rattus exulans
Chenonetta finschi,No studies found,Extinct,Not a Migrant,no,2909,Successful,1,Great Mercury,Mercury Islands,Pacific Ocean - South West,New Zealand,175.7957877|-36.61610385,Rattus exulans
Mergus australis,No studies found,Extinct,Not a Migrant,no,2909,Successful,1,Great Mercury,Mercury Islands,Pacific Ocean - South West,New Zealand,175.7957877|-36.61610385,Rattus exulans
Tribonyx hodgenorum,No studies found,Extinct,Not a Migrant,no,2909,Successful,1,Great Mercury,Mercury Islands,Pacific Ocean - South West,New Zealand,175.7957877|-36.61610385,Rattus exulans
Pterodroma atrata,Only predation in support,Endangered,Full migrant,no,1979,Failed,2,Henderson,Pitcairn Islands,Pacific Ocean - South East,Pitcairn,-128.3228943|-24.37681899,Rattus exulans
Nesofregetta fuliginosa,No studies found,Endangered,Full migrant,no,2450,Successful,2,Isles Lagoon 13,Line Islands (Kiritimati),Pacific Ocean - North East,Kiribati,-157.3667423|1.827210397,Rattus exulans
Nesofregetta fuliginosa,No studies found,Endangered,Full migrant,no,2451,Successful,2,Isles Lagoon 16,Line Islands (Kiritimati),Pacific Ocean - North East,Kiribati,-157.36939|1.829493798,Rattus exulans
Nesofregetta fuliginosa,No studies found,Endangered,Full migrant,no,2446,Successful,2,Isles Lagoon 2,Line Islands (Kiritimati),Pacific Ocean - North East,Kiribati,-157.3632883|1.840368301,Rattus exulans
Nesofregetta fuliginosa,No studies found,Endangered,Full migrant,no,2452,Successful,2,Isles Lagoon 21,Line Islands (Kiritimati),Pacific Ocean - North East,Kiribati,-157.3764015|1.827494669,Rattus exulans
Nesofregetta fuliginosa,No studies found,Endangered,Full migrant,no,2453,Successful,2,Isles Lagoon 22,Line Islands (Kiritimati),Pacific Ocean - North East,Kiribati,-157.3735991|1.825368703,Rattus exulans
Nesofregetta fuliginosa,No studies found,Endangered,Full migrant,no,2454,Successful,2,Isles Lagoon 23,Line Islands (Kiritimati),Pacific Ocean - North East,Kiribati,-157.3747339|1.822258047,Rattus exulans
Nesofregetta fuliginosa,No studies found,Endangered,Full migrant,no,2447,Successful,2,Isles Lagoon 3,Line Islands (Kiritimati),Pacific Ocean - North East,Kiribati,-157.3605134|1.83771416,Rattus exulans
Nesofregetta fuliginosa,No studies found,Endangered,Full migrant,no,2448,Successful,2,Isles Lagoon 4,Line Islands (Kiritimati),Pacific Ocean - North East,Kiribati,-157.3630581|1.838492062,Rattus exulans
Nesofregetta fuliginosa,No studies found,Endangered,Full migrant,no,2449,Successful,2,Isles Lagoon 5,Line Islands (Kiritimati),Pacific Ocean - North East,Kiribati,-157.3648998|1.838095398,Rattus exulans
Pampusana stairi,No studies found,Vulnerable,Not a Migrant,no,1281,Successful,1,Kadomo,Mamanuca Group,Pacific Ocean - South West,Fiji,177.0524494|-17.49261296,Rattus exulans
Coturnix novaezelandiae,All studies are not in support,Extinct,Not a Migrant,no,2246,Failed,1,Kaikoura,Great Barrier Islands,Pacific Ocean - South West,New Zealand,175.3252891|-36.17637718,Rattus exulans
Chenonetta finschi,No studies found,Extinct,Not a Migrant,no,2246,Failed,1,Kaikoura,Great Barrier Islands,Pacific Ocean - South West,New Zealand,175.3252891|-36.17637718,Rattus exulans
Mergus australis,No studies found,Extinct,Not a Migrant,no,2246,Failed,1,Kaikoura,Great Barrier Islands,Pacific Ocean - South West,New Zealand,175.3252891|-36.17637718,Rattus exulans
Tribonyx hodgenorum,No studies found,Extinct,Not a Migrant,no,2246,Failed,1,Kaikoura,Great Barrier Islands,Pacific Ocean - South West,New Zealand,175.3252891|-36.17637718,Rattus exulans
Apteryx mantelli,All studies are not in support,Vulnerable,Not a Migrant,no,889,Successful,1,Kapiti,Kapiti Islands,Pacific Ocean - South West,New Zealand,174.9113428|-40.85674274,Rattus exulans
Coturnix novaezelandiae,All studies are not in support,Extinct,Not a Migrant,no,889,Successful,1,Kapiti,Kapiti Islands,Pacific Ocean - South West,New Zealand,174.9113428|-40.85674274,Rattus exulans
Chenonetta finschi,No studies found,Extinct,Not a Migrant,no,889,Successful,1,Kapiti,Kapiti Islands,Pacific Ocean - South West,New Zealand,174.9113428|-40.85674274,Rattus exulans
Mergus australis,No studies found,Extinct,Not a Migrant,no,889,Successful,1,Kapiti,Kapiti Islands,Pacific Ocean - South West,New Zealand,174.9113428|-40.85674274,Rattus exulans
Tribonyx hodgenorum,No studies found,Extinct,Not a Migrant,no,889,Successful,1,Kapiti,Kapiti Islands,Pacific Ocean - South West,New Zealand,174.9113428|-40.85674274,Rattus exulans
Turnagra tanagra,No studies found,Extinct,Not a Migrant,yes,889,Successful,1,Kapiti,Kapiti Islands,Pacific Ocean - South West,New Zealand,174.9113428|-40.85674274,Rattus exulans
Megapodius laperouse,All studies are not in support,Near Threatened,Not a Migrant,no,2055,Failed,1,Kayangel,Kayangel Atoll,Pacific Ocean - North West,Palau,134.7177708|8.083189208,Rattus exulans
Megapodius laperouse,All studies are not in support,Near Threatened,Not a Migrant,no,3133,To Be Confirmed,1,Kayangel,Kayangel Atoll,Pacific Ocean - North West,Palau,134.7177708|8.083189208,Rattus exulans
Fregetta maoriana,No studies found,Critically Endangered,Not a Migrant,no,443,Successful,1,Korapuki,Mercury Islands,Pacific Ocean - South West,New Zealand,175.8483849|-36.65893989,Rattus exulans
Fregetta maoriana,No studies found,Critically Endangered,Not a Migrant,no,151,Successful,1,Lady Alice (Mauimua),Hen and Chicken Islands,Pacific Ocean - South West,New Zealand,174.7280744|-35.8898964,Rattus exulans
Pterodroma cookii,Population study with all qualities in support,Vulnerable,Full migrant,no,40,Successful,2,Little Barrier,Hauraki Gulf,Pacific Ocean - South West,New Zealand,175.0819196|-36.20160033,Rattus exulans
Apteryx mantelli,All studies are not in support,Vulnerable,Not a Migrant,no,40,Successful,1,Little Barrier,Hauraki Gulf,Pacific Ocean - South West,New Zealand,175.0819196|-36.20160033,Rattus exulans
Coturnix novaezelandiae,All studies are not in support,Extinct,Not a Migrant,no,40,Successful,1,Little Barrier,Hauraki Gulf,Pacific Ocean - South West,New Zealand,175.0819196|-36.20160033,Rattus exulans
Chenonetta finschi,No studies found,Extinct,Not a Migrant,no,40,Successful,1,Little Barrier,Hauraki Gulf,Pacific Ocean - South West,New Zealand,175.0819196|-36.20160033,Rattus exulans
Coenocorypha barrierensis,No studies found,Extinct,Not a Migrant,no,40,Successful,1,Little Barrier,Hauraki Gulf,Pacific Ocean - South West,New Zealand,175.0819196|-36.20160033,Rattus exulans
Cyanoramphus auriceps,No studies found,Near Threatened,Not a Migrant,no,40,Successful,1,Little Barrier,Hauraki Gulf,Pacific Ocean - South West,New Zealand,175.0819196|-36.20160033,Rattus exulans
Fregetta maoriana,No studies found,Critically Endangered,Not a Migrant,no,40,Successful,2,Little Barrier,Hauraki Gulf,Pacific Ocean - South West,New Zealand,175.0819196|-36.20160033,Rattus exulans
Mergus australis,No studies found,Extinct,Not a Migrant,no,40,Successful,1,Little Barrier,Hauraki Gulf,Pacific Ocean - South West,New Zealand,175.0819196|-36.20160033,Rattus exulans
Tribonyx hodgenorum,No studies found,Extinct,Not a Migrant,no,40,Successful,1,Little Barrier,Hauraki Gulf,Pacific Ocean - South West,New Zealand,175.0819196|-36.20160033,Rattus exulans
Fregetta maoriana,No studies found,Critically Endangered,Not a Migrant,no,1118,Successful,1,Lizard,Mokohinau Islands,Pacific Ocean - South West,New Zealand,175.1135628|-35.90933129,Rattus exulans
Coturnix novaezelandiae,All studies are not in support,Extinct,Not a Migrant,no,381,Successful,1,Long,Marlborough Sound,Pacific Ocean - South West,New Zealand,174.2813724|-41.1174272,Rattus exulans
Chenonetta finschi,No studies found,Extinct,Not a Migrant,no,381,Successful,1,Long,Marlborough Sound,Pacific Ocean - South West,New Zealand,174.2813724|-41.1174272,Rattus exulans
Mergus australis,No studies found,Extinct,Not a Migrant,no,381,Successful,1,Long,Marlborough Sound,Pacific Ocean - South West,New Zealand,174.2813724|-41.1174272,Rattus exulans
Tribonyx hodgenorum,No studies found,Extinct,Not a Migrant,no,381,Successful,1,Long,Marlborough Sound,Pacific Ocean - South West,New Zealand,174.2813724|-41.1174272,Rattus exulans
Turnagra capensis,No studies found,Extinct,Not a Migrant,yes,381,Successful,1,Long,Marlborough Sound,Pacific Ocean - South West,New Zealand,174.2813724|-41.1174272,Rattus exulans
Pachycephala jacquinoti,No studies found,Near Threatened,Not a Migrant,no,2853,To Be Confirmed,1,Luahiapo,Vava'u group (Otu Motu Lalo),Pacific Ocean - South East,Tonga,-174.0402551|-18.79933335,Rattus exulans
Pachycephala jacquinoti,No studies found,Near Threatened,Not a Migrant,no,2003,Successful (Reinvaded),1,Maninita,Vava'u group (Otu Motu Lalo),Pacific Ocean - South East,Tonga,-173.9953591|-18.85736096,Rattus exulans
Coturnix novaezelandiae,All studies are not in support,Extinct,Not a Migrant,no,485,Successful,1,Mayor (Tuhua),Bay of Plenty,Pacific Ocean - South West,New Zealand,176.2554517|-37.28663952,Rattus exulans
Chenonetta finschi,No studies found,Extinct,Not a Migrant,no,485,Successful,1,Mayor (Tuhua),Bay of Plenty,Pacific Ocean - South West,New Zealand,176.2554517|-37.28663952,Rattus exulans
Cyanoramphus malherbi,No studies found,Critically Endangered,Not a Migrant,yes,485,Successful,1,Mayor (Tuhua),Bay of Plenty,Pacific Ocean - South West,New Zealand,176.2554517|-37.28663952,Rattus exulans
Mergus australis,No studies found,Extinct,Not a Migrant,no,485,Successful,1,Mayor (Tuhua),Bay of Plenty,Pacific Ocean - South West,New Zealand,176.2554517|-37.28663952,Rattus exulans
Tribonyx hodgenorum,No studies found,Extinct,Not a Migrant,no,485,Successful,1,Mayor (Tuhua),Bay of Plenty,Pacific Ocean - South West,New Zealand,176.2554517|-37.28663952,Rattus exulans
Pomarea mendozae,No studies found,Endangered,Not a Migrant,no,3018,Planned,1,Mohotani,Marquesas,Pacific Ocean - South East,French Polynesia,-138.8271045|-9.984474252,Rattus exulans
Chenonetta finschi,No studies found,Extinct,Not a Migrant,no,421,Successful,1,Mokonui/ Big Moggy,Stewart Islands,Pacific Ocean - South West,New Zealand,167.4044808|-47.1481573,Rattus exulans
Coenocorypha iredalei,No studies found,Extinct,Not a Migrant,no,421,Successful,1,Mokonui/ Big Moggy,Stewart Islands,Pacific Ocean - South West,New Zealand,167.4044808|-47.1481573,Rattus exulans
Mergus australis,No studies found,Extinct,Not a Migrant,no,421,Successful,1,Mokonui/ Big Moggy,Stewart Islands,Pacific Ocean - South West,New Zealand,167.4044808|-47.1481573,Rattus exulans
Tribonyx hodgenorum,No studies found,Extinct,Not a Migrant,no,421,Successful,1,Mokonui/ Big Moggy,Stewart Islands,Pacific Ocean - South West,New Zealand,167.4044808|-47.1481573,Rattus exulans
Pampusana stairi,No studies found,Vulnerable,Not a Migrant,no,1282,Successful,1,Monuriki,Mamanuca Group,Pacific Ocean - South West,Fiji,177.0341259|-17.60955535,Rattus exulans
Coturnix novaezelandiae,All studies are not in support,Extinct,Not a Migrant,no,402,Successful,1,Motuara,Marlborough Sound,Pacific Ocean - South West,New Zealand,174.2750062|-41.09145921,Rattus exulans
Chenonetta finschi,No studies found,Extinct,Not a Migrant,no,402,Successful,1,Motuara,Marlborough Sound,Pacific Ocean - South West,New Zealand,174.2750062|-41.09145921,Rattus exulans
Cyanoramphus auriceps,No studies found,Near Threatened,Not a Migrant,no,402,Successful,1,Motuara,Marlborough Sound,Pacific Ocean - South West,New Zealand,174.2750062|-41.09145921,Rattus exulans
Mergus australis,No studies found,Extinct,Not a Migrant,no,402,Successful,1,Motuara,Marlborough Sound,Pacific Ocean - South West,New Zealand,174.2750062|-41.09145921,Rattus exulans
Tribonyx hodgenorum,No studies found,Extinct,Not a Migrant,no,402,Successful,1,Motuara,Marlborough Sound,Pacific Ocean - South West,New Zealand,174.2750062|-41.09145921,Rattus exulans
Turnagra capensis,No studies found,Extinct,Not a Migrant,yes,402,Successful,1,Motuara,Marlborough Sound,Pacific Ocean - South West,New Zealand,174.2750062|-41.09145921,Rattus exulans
Fregetta maoriana,No studies found,Critically Endangered,Not a Migrant,no,980,Successful,1,Motuopao,Te Paki Islands,Pacific Ocean - South West,New Zealand,172.6376409|-34.47047512,Rattus exulans
Coturnix novaezelandiae,All studies are not in support,Extinct,Not a Migrant,no,1986,Successful,1,Moturua,Bay of Islands,Pacific Ocean - South West,New Zealand,174.1909514|-35.2236004,Rattus exulans
Chenonetta finschi,No studies found,Extinct,Not a Migrant,no,1986,Successful,1,Moturua,Bay of Islands,Pacific Ocean - South West,New Zealand,174.1909514|-35.2236004,Rattus exulans
Mergus australis,No studies found,Extinct,Not a Migrant,no,1986,Successful,1,Moturua,Bay of Islands,Pacific Ocean - South West,New Zealand,174.1909514|-35.2236004,Rattus exulans
Tribonyx hodgenorum,No studies found,Extinct,Not a Migrant,no,1986,Successful,1,Moturua,Bay of Islands,Pacific Ocean - South West,New Zealand,174.1909514|-35.2236004,Rattus exulans
Turnagra tanagra,No studies found,Extinct,Not a Migrant,yes,1986,Successful,1,Moturua,Bay of Islands,Pacific Ocean - South West,New Zealand,174.1909514|-35.2236004,Rattus exulans
Coturnix novaezelandiae,All studies are not in support,Extinct,Not a Migrant,no,1230,Successful,1,Motutapu,Hauraki Gulf,Pacific Ocean - South West,New Zealand,174.915858|-36.76471453,Rattus exulans
Chenonetta finschi,No studies found,Extinct,Not a Migrant,no,1230,Successful,1,Motutapu,Hauraki Gulf,Pacific Ocean - South West,New Zealand,174.915858|-36.76471453,Rattus exulans
Mergus australis,No studies found,Extinct,Not a Migrant,no,1230,Successful,1,Motutapu,Hauraki Gulf,Pacific Ocean - South West,New Zealand,174.915858|-36.76471453,Rattus exulans
Tribonyx hodgenorum,No studies found,Extinct,Not a Migrant,no,1230,Successful,1,Motutapu,Hauraki Gulf,Pacific Ocean - South West,New Zealand,174.915858|-36.76471453,Rattus exulans
Turnagra tanagra,No studies found,Extinct,Not a Migrant,yes,1230,Successful,1,Motutapu,Hauraki Gulf,Pacific Ocean - South West,New Zealand,174.915858|-36.76471453,Rattus exulans
Nesofregetta fuliginosa,No studies found,Endangered,Full migrant,no,2443,Successful,2,NW Fred/Tonga,Line Islands (Kiritimati),Pacific Ocean - North East,Kiribati,-157.4171991|1.849226906,Rattus exulans
Nesofregetta fuliginosa,No studies found,Endangered,Full migrant,no,2439,Successful,2,NW Nimroona,Line Islands (Kiritimati),Pacific Ocean - North East,Kiribati,-157.4278704|1.830788205,Rattus exulans
Nesofregetta fuliginosa,No studies found,Endangered,Full migrant,no,2457,Successful,2,NW Tibo,Line Islands (Kiritimati),Pacific Ocean - North East,Kiribati,-157.4401423|1.8459442,Rattus exulans
Nesofregetta fuliginosa,No studies found,Endangered,Full migrant,no,2435,Successful,2,North Drum,Line Islands (Kiritimati),Pacific Ocean - North East,Kiribati,-157.3904481|1.841577017,Rattus exulans
Pampusana stairi,No studies found,Vulnerable,Not a Migrant,no,1996,Successful,1,Nu'ulua,Samoan Islands (Western (Aleipata Islands)),Pacific Ocean - South East,Samoa,-171.4102425|-14.07295418,Rattus exulans
Pampusana stairi,No studies found,Vulnerable,Not a Migrant,no,1991,Failed,1,Nu'utele,Samoan Islands (Western (Aleipata Islands)),Pacific Ocean - South East,Samoa,-171.4228217|-14.0633339,Rattus exulans
Pampusana stairi,No studies found,Vulnerable,Not a Migrant,no,1999,Successful,1,Nukubasaga,Ringgold Islands,Pacific Ocean - South East,Fiji,-179.2521176|-16.30248731,Rattus exulans
Coturnix novaezelandiae,All studies are not in support,Extinct,Not a Migrant,no,322,Successful,1,Nukuwaiata,Chetwodes Islands,Pacific Ocean - South West,New Zealand,174.0734951|-40.89980499,Rattus exulans
Chenonetta finschi,No studies found,Extinct,Not a Migrant,no,322,Successful,1,Nukuwaiata,Chetwodes Islands,Pacific Ocean - South West,New Zealand,174.0734951|-40.89980499,Rattus exulans
Cyanoramphus auriceps,No studies found,Near Threatened,Not a Migrant,no,322,Successful,1,Nukuwaiata,Chetwodes Islands,Pacific Ocean - South West,New Zealand,174.0734951|-40.89980499,Rattus exulans
Mergus australis,No studies found,Extinct,Not a Migrant,no,322,Successful,1,Nukuwaiata,Chetwodes Islands,Pacific Ocean - South West,New Zealand,174.0734951|-40.89980499,Rattus exulans
Tribonyx hodgenorum,No studies found,Extinct,Not a Migrant,no,322,Successful,1,Nukuwaiata,Chetwodes Islands,Pacific Ocean - South West,New Zealand,174.0734951|-40.89980499,Rattus exulans
Turnagra capensis,No studies found,Extinct,Not a Migrant,yes,322,Successful,1,Nukuwaiata,Chetwodes Islands,Pacific Ocean - South West,New Zealand,174.0734951|-40.89980499,Rattus exulans
Nesofregetta fuliginosa,No studies found,Endangered,Full migrant,no,2461,Successful,2,Oasis 1 (East),Line Islands (Kiritimati),Pacific Ocean - North East,Kiribati,-157.3654855|1.807356774,Rattus exulans
Nesofregetta fuliginosa,No studies found,Endangered,Full migrant,no,2462,Successful,2,Oasis 2,Line Islands (Kiritimati),Pacific Ocean - North East,Kiribati,-157.3684912|1.808720522,Rattus exulans
Nesofregetta fuliginosa,No studies found,Endangered,Full migrant,no,2463,Successful,2,Oasis 3,Line Islands (Kiritimati),Pacific Ocean - North East,Kiribati,-157.3703833|1.809555237,Rattus exulans
Chenonetta finschi,No studies found,Extinct,Not a Migrant,no,1982,Successful,1,Pearl,Stewart Islands,Pacific Ocean - South West,New Zealand,167.7073568|-47.19181788,Rattus exulans
Coenocorypha iredalei,No studies found,Extinct,Not a Migrant,no,1982,Successful,1,Pearl,Stewart Islands,Pacific Ocean - South West,New Zealand,167.7073568|-47.19181788,Rattus exulans
Mergus australis,No studies found,Extinct,Not a Migrant,no,1982,Successful,1,Pearl,Stewart Islands,Pacific Ocean - South West,New Zealand,167.7073568|-47.19181788,Rattus exulans
Tribonyx hodgenorum,No studies found,Extinct,Not a Migrant,no,1982,Successful,1,Pearl,Stewart Islands,Pacific Ocean - South West,New Zealand,167.7073568|-47.19181788,Rattus exulans
Pterodroma atrata,Only predation in support,Endangered,Full migrant,no,274,Failed,2,Pitcairn,Pitcairn Islands,Pacific Ocean - South East,Pitcairn,-130.1057887|-25.06985602,Rattus exulans
Pterodroma atrata,Only predation in support,Endangered,Full migrant,no,3212,Failed,2,Pitcairn,Pitcairn Islands,Pacific Ocean - South East,Pitcairn,-130.1057887|-25.06985602,Rattus exulans
Chenonetta finschi,No studies found,Extinct,Not a Migrant,no,839,Successful,1,Putauhina,Stewart Islands,Pacific Ocean - South West,New Zealand,167.3869177|-47.21589368,Rattus exulans
Coenocorypha iredalei,No studies found,Extinct,Not a Migrant,no,839,Successful,1,Putauhina,Stewart Islands,Pacific Ocean - South West,New Zealand,167.3869177|-47.21589368,Rattus exulans
Mergus australis,No studies found,Extinct,Not a Migrant,no,839,Successful,1,Putauhina,Stewart Islands,Pacific Ocean - South West,New Zealand,167.3869177|-47.21589368,Rattus exulans
Tribonyx hodgenorum,No studies found,Extinct,Not a Migrant,no,839,Successful,1,Putauhina,Stewart Islands,Pacific Ocean - South West,New Zealand,167.3869177|-47.21589368,Rattus exulans
Pampusana stairi,No studies found,Vulnerable,Not a Migrant,no,1988,Successful,1,Qelelevu (Naqelelevu),Ringgold Islands (Qelelevu),Pacific Ocean - South East,Fiji,-179.1610064|-16.08989402,Rattus exulans
