scientificName,Common_name,Original_rodent_attributed_IUCN,Rodent_attribution_source,Reported_study_rodent,Study_notes,Article_secondary_same_data,redlistCategory,Synonyms_or_previous_lump,Rodent_attributed_final,Study_rodent_final,Rodent_primary,Rodent_only_primary,Article,Study_ID,Evidence_category,Evidence_effect,Evidence_method,Predation_type,Hypothesis_supported,Percent_nests_or_individuals_predated,Predator_and_prey_population_data,Experiment_control_site_or_spatial_variation,Sample_size_greater_than_1,Note_experiment_sample_size,Experiment_confounding_variables_included,Experiment_BACI,Study_location,Latitude,Longitude,Order,Mass,Bird_Type_Coarse,Nest_Site_Cat
Aplonis fusca,Tasman Starling,Rattus rattus,Rodent attribution from IUCN.,Rattus rattus,"""""""""The extinction of the Lord Howe Island population was probably due to the arrival of black rat Rattus rattus on the island in 1918""""""""","",Extinct,Aplornis fusca ssp. Fusca,Rattus rattus,Rattus rattus,1,0,BirdLife International. 2016. Aplonis fusca. The IUCN Red List of Threatened Species 2016: e.T22710511A94249210. https://dx.doi.org/10.2305/IUCN.UK.2016-3.RLTS.T22710511A94249210.en. Accessed on 10 November 2023.,15,Population,Abundance,Timing,"",1,,0,,,"",,,Lord Howe Island,-31.5553,159.0821,Passeriformes,77.28828125,Landbirds,Vegetation
Aplonis fusca,Tasman Starling,Rattus rattus,Rodent attribution from IUCN.,Rattus rattus,"""""""""The last record was of the nominate subspecies on Norfolk Island in 1923"""""""" """"""""The reasons for the extinction of the Norfolk Island population are less clear cut because R. rattus did not reach the island until the 1940s.""""""""","",Extinct,Aplornis fusca ssp. Fusca,Rattus rattus,Rattus rattus,1,0,BirdLife International. 2016. Aplonis fusca. The IUCN Red List of Threatened Species 2016: e.T22710511A94249210. https://dx.doi.org/10.2305/IUCN.UK.2016-3.RLTS.T22710511A94249210.en. Accessed on 10 November 2023.,16,Population,Abundance,Timing,"",0,,0,,,"",,,Norfolk Island,-29.0408,167.9547,Passeriformes,77.28828125,Landbirds,Vegetation
Aplonis mavornata,Mysterious Starling,Rattus norvegicus,Rodent attribution from IUCN.,,,,Extinct,"",Rattus norvegicus,,1,1,,,,,,,,,,,,,,,,,,Passeriformes,77.28828125,Landbirds,
Aplonis pelzelni,Pohnpei Starling,Rattus,IUCN attribution was generic. Specific rodent was determined from literature review. See Table SX for references and notes.,,,,Critically Endangered,"",Rattus exulans,,0,0,,,,,,,,,,,,,,,,,,Passeriformes,47,Landbirds,Vegetation
Aplonis pelzelni,Pohnpei Starling,Rattus,IUCN attribution was generic. Specific rodent was determined from literature review. See Table SX for references and notes.,,,,Critically Endangered,"",Rattus rattus,,0,0,,,,,,,,,,,,,,,,,,Passeriformes,47,Landbirds,Vegetation
Aplonis santovestris,Mountain Starling,Rattus,IUCN attribution was generic. Specific rodent was determined from literature review. See Table SX for references and notes.,,,,Endangered,"",Rattus exulans,,0,0,,,,,,,,,,,,,,,,,,Passeriformes,68.6733333333333,Landbirds,Vegetation
Aplonis santovestris,Mountain Starling,Rattus,IUCN attribution was generic. Specific rodent was determined from literature review. See Table SX for references and notes.,,,,Endangered,"",Rattus norvegicus,,0,0,,,,,,,,,,,,,,,,,,Passeriformes,68.6733333333333,Landbirds,Vegetation
Aplonis santovestris,Mountain Starling,Rattus,IUCN attribution was generic. Specific rodent was determined from literature review. See Table SX for references and notes.,,,,Endangered,"",Rattus rattus,,0,0,,,,,,,,,,,,,,,,,,Passeriformes,68.6733333333333,Landbirds,Vegetation
Aplonis ulietensis,Raiatea Starling,Rattus norvegicus,Rodent attribution from IUCN.,Rattus norvegicus,"""""""""This Extinct species is known only from a 1774 painting of the type specimen, contemporary descriptions and a few field notes. It occurred on Raiatea (French Polynesia). An expedition to the island in 1850 failed to find the species, and it likely became extinct between 1774-1850 following the arrival of rats on the island.""""""""","",Extinct,Turdus ulietensis,Rattus norvegicus,Rattus norvegicus,1,1,BirdLife International. 2017. Aplonis ulietensis (amended version of 2016 assessment). The IUCN Red List of Threatened Species 2017: e.T22734867A119212332. https://dx.doi.org/10.2305/IUCN.UK.2017-3.RLTS.T22734867A119212332.en. Accessed on 28 November 2023.,50,Population,Abundance,Timing,"",1,,0,,,"",,,Raiatea,-16.8164,-151.4552,Passeriformes,77.28828125,Landbirds,
Apteryx mantelli,North Island Brown Kiwi,Rattus,IUCN attribution was generic. Specific rodent was determined from literature review. See Table SX for references and notes.,Rattus,Figure 3 vs Table 4,"",Vulnerable,Apteryx australis,Rattus exulans,Rattus exulans,0,0,"Gillies, C.A., Leach, M.R., Coad, N.B., Theobald, S.W., Campbell, J., Herbert, T., Graham, P.J. and Pierce, R.J., 2003. Six years of intensive pest mammal control at Trounson Kauri Park, a Department of Conservation “mainland island”, June 1996—July 2002. New Zealand Journal of Zoology, 30(4), pp.399-420.",48,Population,Reproductive success,Temporal,"",0,,1,0,0,"2 for rats, 1 for the bird",1,0,Trounson Kauri Park,-35.7199752,173.6493761,Apterygiformes,2320.50666666667,Landbirds,Burrow
Apteryx mantelli,North Island Brown Kiwi,Rattus,IUCN attribution was generic. Specific rodent was determined from literature review. See Table SX for references and notes.,Rattus,Figure 3 vs Table 4,"",Vulnerable,Apteryx australis,Rattus norvegicus,Rattus norvegicus,0,0,"Gillies, C.A., Leach, M.R., Coad, N.B., Theobald, S.W., Campbell, J., Herbert, T., Graham, P.J. and Pierce, R.J., 2003. Six years of intensive pest mammal control at Trounson Kauri Park, a Department of Conservation “mainland island”, June 1996—July 2002. New Zealand Journal of Zoology, 30(4), pp.399-420.",48,Population,Reproductive success,Temporal,"",0,,1,0,0,"2 for rats, 1 for the bird",1,0,Trounson Kauri Park,-35.7199752,173.6493761,Apterygiformes,2320.50666666667,Landbirds,Burrow
Apteryx mantelli,North Island Brown Kiwi,Rattus,IUCN attribution was generic. Specific rodent was determined from literature review. See Table SX for references and notes.,Rattus,Figure 3 vs Table 4,"",Vulnerable,Apteryx australis,Rattus rattus,Rattus rattus,0,0,"Gillies, C.A., Leach, M.R., Coad, N.B., Theobald, S.W., Campbell, J., Herbert, T., Graham, P.J. and Pierce, R.J., 2003. Six years of intensive pest mammal control at Trounson Kauri Park, a Department of Conservation “mainland island”, June 1996—July 2002. New Zealand Journal of Zoology, 30(4), pp.399-420.",48,Population,Reproductive success,Temporal,"",0,,1,0,0,"2 for rats, 1 for the bird",1,0,Trounson Kauri Park,-35.7199752,173.6493761,Apterygiformes,2320.50666666667,Landbirds,Burrow
Ardenna carneipes,Flesh-footed Shearwater,"Rattus rattus, Rattus norvegicus",Rodent attribution from IUCN.,Rattus norvegicus,"""""""""The apparent decline of this breeding colony prompted the cessation of harvesting in 1960 and the eradication of Norway rats during the 1970s. An increase in the colony was expected, and there have been attempts to measure this by counting the number of active burrows...from 1987 to 1998. No change was detected over this period."""""""" """"""""The number of active shearwater burrows in each plot were counted (Table 1). Regression analysis indicated no significant trend in the number of active burrows over this period (R = 0.28, F = 2.33, DF =l,P=0.17).""""""""","",Near Threatened,Puffinus carneipes,Rattus norvegicus,Rattus norvegicus,0,0,"Gaze, P., 2000. The response of a colony of sooty shearwater (Puffinus griseus) and flesh‐footed shearwater (P. carneipes) to the cessation of harvesting and the eradication of Norway rats (Rattus norvegicus). New Zealand Journal of Zoology, 27(4), pp.375-379.",179,Population,Abundance,Timing,"",0,,0,,,"",,,Titi Island,-41.3912,174.5222,Procellariiformes,609,Seabirds,Burrow
Ardenna carneipes,Flesh-footed Shearwater,"Rattus rattus, Rattus norvegicus",Rodent attribution from IUCN.,Rattus rattus,"Tables 2,3. """"""""Estimated from a total number of burrows with signs of occupation obtained from adaptive cluster sampling (i.e. 74) and entire sampling (i.e. 1928). Note that the [1985 pre-eradication] estimate does not account for burrow detection probability. λ estimated using the observed number of burrows in 2018 (1484, i.e. without correction for detection probability) was 1.03"""""""". Due to data discrepency and """"""""estimations"""""""" defined as no data.","",Near Threatened,Puffinus carneipes,Rattus rattus,Rattus rattus,0,0,"Barbraud, C., Delord, K., Le Bouard, F., Harivel, R., Demay, J., Chaigne, A. and Micol, T., 2021. Seabird population changes following mammal eradication at oceanic Saint-Paul Island, Indian Ocean. Journal for Nature Conservation, 63, p.126049.",180,Population,Abundance,Timing,"",1,,0,,,"",,,Saint-Paul Island,57.1208,-170.283,Procellariiformes,609,Seabirds,Burrow
Ardenna creatopus,Pink-footed Shearwater,"Rattus rattus, Rattus norvegicus",Rodent attribution from IUCN.,Rattus,"""""""""Stable isotope analyses of rat tissue suggest they are feeding at lower, terrestrial trophic levels, and no evidence has been found of eggs or chicks consumed by rats in burrows (P. Hodum in litt. 2017).""""""""","",Vulnerable,Puffinus creatopus,Rattus norvegicus,Rattus norvegicus,0,0,BirdLife International. 2018. Ardenna creatopus. The IUCN Red List of Threatened Species 2018: e.T22698195A132633266. https://dx.doi.org/10.2305/IUCN.UK.2018-2.RLTS.T22698195A132633266.en. Accessed on 31 December 2023.,123,Predation,Predation,Predation,"",0,,0,,,"",,,Isla Mocha or Robinson Crusoe,-33.6414,-78.8461,Procellariiformes,743.995,Seabirds,Burrow
Ardenna creatopus,Pink-footed Shearwater,"Rattus rattus, Rattus norvegicus",Rodent attribution from IUCN.,Rattus,"""""""""Stable isotope analyses of rat tissue suggest they are feeding at lower, terrestrial trophic levels, and no evidence has been found of eggs or chicks consumed by rats in burrows (P. Hodum in litt. 2017).""""""""","",Vulnerable,Puffinus creatopus,Rattus rattus,Rattus rattus,0,0,BirdLife International. 2018. Ardenna creatopus. The IUCN Red List of Threatened Species 2018: e.T22698195A132633266. https://dx.doi.org/10.2305/IUCN.UK.2018-2.RLTS.T22698195A132633266.en. Accessed on 31 December 2023.,123,Predation,Predation,Predation,"",0,,0,,,"",,,Isla Mocha or Robinson Crusoe,-33.6414,-78.8461,Procellariiformes,743.995,Seabirds,Burrow
Ardenna grisea,Sooty Shearwater,"Rattus rattus, Rattus norvegicus",Rodent attribution from IUCN.,Rattus norvegicus,"""""""""Rat eradication is also expected to lead to increased colony size (and reduced clustering) of remnant petrel colonies that survived the presence of rats (Jones 2010; Buxton et al. 2016). This was most apparent on Hāwea Island, where the 40–100 sooty shearwater burrows estimated in April 1986 (G. Taylor pers. obs.) had increased more than 50-fold to an estimated 5,400 burrows in 2019. Population modelling indicates that this large increase over the 33 years since rat eradication could potentially have occurred with minimal immigration, provided productivity and survival rates were close to the maximum recorded for petrel populations in the absence of predation (c. 50% of eggs producing breeding adults recruiting to their natal population, with 90% of pairs persisting between years; authors’ unpubl. data).""""""""","",Near Threatened,Puffinus griseus,Rattus norvegicus,Rattus norvegicus,0,0,"Miskelly, C.M., Bishop, C.R., Greene, T.C., Rickett, J.E.N.N.Y., Taylor, G.A. and Tennyson, A.J., 2020. Breeding petrels of Breaksea and Dusky Sounds, Fiordland; responses to three decades of predator control. Notornis, 67, pp.543-557.",170,Population,Abundance,Timing,"",1,,0,,,"",,,Hāwea Island,-45.5913,166.6441,Procellariiformes,787,Seabirds,Cliff-face
Ardenna grisea,Sooty Shearwater,"Rattus rattus, Rattus norvegicus",Rodent attribution from IUCN.,,,,Near Threatened,Puffinus griseus,Rattus rattus,,0,0,,,,,,,,,,,,,,,,,,Procellariiformes,787,Seabirds,Cliff-face
Ardeola idae,Madagascar Pond-heron,Rattus,IUCN attribution was generic. Specific rodent was determined from literature review. See Table SX for references and notes.,Rattus,"""""""""Predation of eggs and young chicks by invasive rats may also be a problem (G. Rocamora in litt. 2020).""""""""","",Endangered,"",Rattus norvegicus,Rattus norvegicus,0,0,BirdLife International. 2021. Ardeola idae. The IUCN Red List of Threatened Species 2021: e.T22697143A189949320. https://dx.doi.org/10.2305/IUCN.UK.2021-3.RLTS.T22697143A189949320.en. Accessed on 10 February 2024.,229,Predation,Predation,Predation,"Eggs, chicks",1,,0,,,"",,,Unknown,,,Pelecaniformes,253,Seabirds,Ground
Ardeola idae,Madagascar Pond-heron,Rattus,IUCN attribution was generic. Specific rodent was determined from literature review. See Table SX for references and notes.,Rattus,"""""""""Predation of eggs and young chicks by invasive rats may also be a problem (G. Rocamora in litt. 2020).""""""""","",Endangered,"",Rattus rattus,Rattus rattus,0,0,BirdLife International. 2021. Ardeola idae. The IUCN Red List of Threatened Species 2021: e.T22697143A189949320. https://dx.doi.org/10.2305/IUCN.UK.2021-3.RLTS.T22697143A189949320.en. Accessed on 10 February 2024.,229,Predation,Predation,Predation,"Eggs, chicks",1,,0,,,"",,,Unknown,,,Pelecaniformes,253,Seabirds,Ground
Aythya innotata,Madagascar Pochard,Rattus,IUCN attribution was generic. Specific rodent was determined from literature review. See Table SX for references and notes.,,,,Critically Endangered,"",Rattus norvegicus,,0,0,,,,,,,,,,,,,,,,,,Anseriformes,685,Landbirds,Ground
Aythya innotata,Madagascar Pochard,Rattus,IUCN attribution was generic. Specific rodent was determined from literature review. See Table SX for references and notes.,,,,Critically Endangered,"",Rattus rattus,,0,0,,,,,,,,,,,,,,,,,,Anseriformes,685,Landbirds,Ground
Bostrychia bocagei,Dwarf Ibis,Rattus rattus,Rodent attribution from IUCN.,,,,Critically Endangered,"",Rattus rattus,,0,0,,,,,,,,,,,,,,,,,,Pelecaniformes,866,Seabirds,Vegetation
Branta sandvicensis,Hawaiian Goose,"Rattus rattus, Rattus norvegicus, Rattus exulans",Rodent attribution from IUCN.,"Rattus rattus, Rattus norvegicus, Rattus exulans","""""""""Predators known to take Nēnē eggs, goslings, or adults include dogs (Canis familiaris), feral pigs (Sus scrofa), feral cats (Felis catus), small Indian mongooses (Herpestes auropunctatus), and black, Norway, and Pacific rats (R. rattus, norvegicus, and exulans, respectively) (Hoshide et al. 1990, Baker and Baker 1996)."""""""" + """"""""Eggs are also predated by Black, Norway and Pacific Rats (USFWS 2004).""""""""",BirdLife International. 2021. Branta sandvicensis. The IUCN Red List of Threatened Species 2021: e.T22679929A194369606. https://dx.doi.org/10.2305/IUCN.UK.2021-3.RLTS.T22679929A194369606.en. Accessed on 10 February 2024.,Near Threatened,Anser sandvicensis,Rattus exulans,Rattus exulans,0,0,"VanderWerf, E. A. 2012. Hawaiian Bird Conservation Action Plan: NWHI Passerines. Honolulu, Hawaii http://large.stanford.edu/courses/2017/ph241/lewis1/docs/HBCAP_complete1.pdf",231,Predation,Predation,Predation,"Eggs, chicks, adults",1,,0,,,"",,,Hawaii,19.8987,-155.6659,Anseriformes,2044.11333333333,Landbirds,Ground
Branta sandvicensis,Hawaiian Goose,"Rattus rattus, Rattus norvegicus, Rattus exulans",Rodent attribution from IUCN.,"Rattus rattus, Rattus norvegicus, Rattus exulans","""""""""Predators known to take Nēnē eggs, goslings, or adults include dogs (Canis familiaris), feral pigs (Sus scrofa), feral cats (Felis catus), small Indian mongooses (Herpestes auropunctatus), and black, Norway, and Pacific rats (R. rattus, norvegicus, and exulans, respectively) (Hoshide et al. 1990, Baker and Baker 1996)."""""""" + """"""""Eggs are also predated by Black, Norway and Pacific Rats (USFWS 2004).""""""""",BirdLife International. 2021. Branta sandvicensis. The IUCN Red List of Threatened Species 2021: e.T22679929A194369606. https://dx.doi.org/10.2305/IUCN.UK.2021-3.RLTS.T22679929A194369606.en. Accessed on 10 February 2024.,Near Threatened,Anser sandvicensis,Rattus norvegicus,Rattus norvegicus,0,0,"VanderWerf, E. A. 2012. Hawaiian Bird Conservation Action Plan: NWHI Passerines. Honolulu, Hawaii http://large.stanford.edu/courses/2017/ph241/lewis1/docs/HBCAP_complete1.pdf",231,Predation,Predation,Predation,"Eggs, chicks, adults",1,,0,,,"",,,Hawaii,19.8987,-155.6659,Anseriformes,2044.11333333333,Landbirds,Ground
Branta sandvicensis,Hawaiian Goose,"Rattus rattus, Rattus norvegicus, Rattus exulans",Rodent attribution from IUCN.,"Rattus rattus, Rattus norvegicus, Rattus exulans","""""""""Predators known to take Nēnē eggs, goslings, or adults include dogs (Canis familiaris), feral pigs (Sus scrofa), feral cats (Felis catus), small Indian mongooses (Herpestes auropunctatus), and black, Norway, and Pacific rats (R. rattus, norvegicus, and exulans, respectively) (Hoshide et al. 1990, Baker and Baker 1996)."""""""" + """"""""Eggs are also predated by Black, Norway and Pacific Rats (USFWS 2004).""""""""",BirdLife International. 2021. Branta sandvicensis. The IUCN Red List of Threatened Species 2021: e.T22679929A194369606. https://dx.doi.org/10.2305/IUCN.UK.2021-3.RLTS.T22679929A194369606.en. Accessed on 10 February 2024.,Near Threatened,Anser sandvicensis,Rattus rattus,Rattus rattus,0,0,"VanderWerf, E. A. 2012. Hawaiian Bird Conservation Action Plan: NWHI Passerines. Honolulu, Hawaii http://large.stanford.edu/courses/2017/ph241/lewis1/docs/HBCAP_complete1.pdf",231,Predation,Predation,Predation,"Eggs, chicks, adults",1,,0,,,"",,,Hawaii,19.8987,-155.6659,Anseriformes,2044.11333333333,Landbirds,Ground
Bulweria fallax,Jouanin's Petrel,Rattus,IUCN attribution was generic. Specific rodent was determined from literature review. See Table SX for references and notes.,Rattus,"""""""""Non-native predators (e.g. rats Rattus spp. and Feral Cats Felis catus) are probably a limiting factor on the species’ breeding population size (Al-Saghier et al. 2000), although their impact on the Socotran subpopulation may have stabilised long ago, given the long period (over 2,000 years) of coexistence.""""""""","",Near Threatened,"",Rattus norvegicus,Rattus norvegicus,0,0,"BirdLife International. 2018. Bulweria fallax. The IUCN Red List of Threatened Species 2018: e.T22698136A132628433. https://dx.doi.org/10.2305/IUCN.UK.2018-2.RLTS.T22698136A132628433.en. Accessed on 30 December 2023.
",114,Population,Abundance,Timing,"",0,,0,,,"",,,Socotra,12.4634,53.8237,Procellariiformes,173,Seabirds,Cliff-face
Bulweria fallax,Jouanin's Petrel,Rattus,IUCN attribution was generic. Specific rodent was determined from literature review. See Table SX for references and notes.,Rattus,"""""""""Non-native predators (e.g. rats Rattus spp. and Feral Cats Felis catus) are probably a limiting factor on the species’ breeding population size (Al-Saghier et al. 2000), although their impact on the Socotran subpopulation may have stabilised long ago, given the long period (over 2,000 years) of coexistence.""""""""","",Near Threatened,"",Rattus rattus,Rattus rattus,0,0,"BirdLife International. 2018. Bulweria fallax. The IUCN Red List of Threatened Species 2018: e.T22698136A132628433. https://dx.doi.org/10.2305/IUCN.UK.2018-2.RLTS.T22698136A132628433.en. Accessed on 30 December 2023.
",114,Population,Abundance,Timing,"",0,,0,,,"",,,Socotra,12.4634,53.8237,Procellariiformes,173,Seabirds,Cliff-face
Cabalus modestus,Chatham Islands Rail,Rattus,IUCN attribution was generic. Specific rodent was determined from literature review. See Table SX for references and notes.,,,,Extinct,"Gallirallus modestus ssp. Modestus, Rallus modestus ssp. Modestus",Rattus exulans,,1,0,,,,,,,,,,,,,,,,,,Gruiformes,,Landbirds,
Cabalus modestus,Chatham Islands Rail,Rattus,IUCN attribution was generic. Specific rodent was determined from literature review. See Table SX for references and notes.,,,,Extinct,"Gallirallus modestus ssp. Modestus, Rallus modestus ssp. Modestus",Rattus norvegicus,,1,0,,,,,,,,,,,,,,,,,,Gruiformes,,Landbirds,
