OBJECTID,Eradication ID,Common Name,Scientific Name,Type (Animal),Year of Introduction,Data Quality,Eradication Start Date,Eradication End Date,Status (Eradication),Type (Eradication),Primary Eradication Method,Secondary Eradication Method,Tertiary Eradication Method,Primary Baiting Method,Secondary Baiting Method,Primary Toxicant,Secondary Toxicant,Contact Name,Contact Organization,Organization_Website,Island Code,Island Name,Region,Country,Archipelago,Latitude,Longitude,Area (sq km),Human Population
1179,1881,Brown / Norway Rat,Rattus norvegicus,Rodent,null,Satisfactory,2009,2009,Successful,Whole Island,Toxicant,NA,NA,Aerial Broadcast,NA,Brodifacoum,NA,Broome; Keith,NZ Dept. of Conservation,null,88888071,Ngatokaparangi 3,Pacific Ocean - South West,New Zealand,Bay of Islands (Motukiekie),-35.2234912,174.2080844,0.003573055,None
1178,1880,Brown / Norway Rat,Rattus norvegicus,Rodent,null,Satisfactory,2009,2009,Successful,Whole Island,Toxicant,NA,NA,Aerial Broadcast,NA,Brodifacoum,NA,Broome; Keith,NZ Dept. of Conservation,null,88888065,Ngatokaparangi 2,Pacific Ocean - South West,New Zealand,Bay of Islands (Motukiekie),-35.22250802,174.2110907,0.002119843,None
1177,1879,Brown / Norway Rat,Rattus norvegicus,Rodent,null,Satisfactory,2009,2009,Successful,Whole Island,Toxicant,NA,NA,Aerial Broadcast,NA,Brodifacoum,NA,Broome; Keith,NZ Dept. of Conservation,null,88888070,Ngatokaparangi 1,Pacific Ocean - South West,New Zealand,Bay of Islands (Motukiekie),-35.22244456,174.2086656,0.005230986,None
1138,1816,Black Rat,Rattus rattus,Rodent,null,Satisfactory,2009,2009,Successful,Whole Island,Toxicant,NA,NA,Aerial Broadcast,NA,Brodifacoum,NA,Broome; Keith,NZ Dept. of Conservation,null,88888069,Motuoi,Pacific Ocean - South West,New Zealand,Bay of Islands (Moturoa),-35.21909192,174.1819477,0.024250596,None
1176,1877,Brown / Norway Rat,Rattus norvegicus,Rodent,null,Satisfactory,2009,2009,Successful,Whole Island,Toxicant,NA,NA,Aerial Broadcast,NA,Brodifacoum,NA,Broome; Keith,NZ Dept. of Conservation,null,88888069,Motuoi,Pacific Ocean - South West,New Zealand,Bay of Islands (Moturoa),-35.21909192,174.1819477,0.024250596,None
1140,1822,Black Rat,Rattus rattus,Rodent,null,Satisfactory,2009,2009,Successful,Whole Island,Toxicant,NA,NA,Aerial Broadcast,NA,Brodifacoum,NA,Broome; Keith,NZ Dept. of Conservation,null,88888073,Rangiatea,Pacific Ocean - South West,New Zealand,Bay of Islands (Moturoa),-35.21804184,174.1797091,0.016556454,None
1181,1886,Brown / Norway Rat,Rattus norvegicus,Rodent,null,Satisfactory,2009,2009,Successful,Whole Island,Toxicant,NA,NA,Aerial Broadcast,NA,Brodifacoum,NA,Broome; Keith,NZ Dept. of Conservation,null,88888073,Rangiatea,Pacific Ocean - South West,New Zealand,Bay of Islands (Moturoa),-35.21804184,174.1797091,0.016556454,None
1134,1812,Black Rat,Rattus rattus,Rodent,null,Satisfactory,2009,2009,Successful,Whole Island,Toxicant,NA,NA,Aerial Broadcast,NA,Brodifacoum,NA,Broome; Keith,NZ Dept. of Conservation,null,26832,Hat,Pacific Ocean - South West,New Zealand,Bay of Islands (Urupukapuka),-35.21722652,174.2524414,0.000341013,None
1174,1875,Brown / Norway Rat,Rattus norvegicus,Rodent,null,Satisfactory,2009,2009,Successful,Whole Island,Toxicant,NA,NA,Aerial Broadcast,NA,Brodifacoum,NA,Broome; Keith,NZ Dept. of Conservation,null,26832,Hat,Pacific Ocean - South West,New Zealand,Bay of Islands (Urupukapuka),-35.21722652,174.2524414,0.000341013,None
1056,1684,Black Rat,Rattus rattus,Rodent,null,Good,2009,2009,Successful,Whole Island,Toxicant,NA,NA,Aerial Broadcast,NA,Brodifacoum,NA,Broome; Keith,NZ Dept. of Conservation,null,459034,Urupukapuka,Pacific Ocean - South West,New Zealand,Bay of Islands,-35.21482764,174.2318392,2.494700517,Unknown
1147,1839,Brown / Norway Rat,Rattus norvegicus,Rodent,null,Good,2009,2009,Successful,Whole Island,Toxicant,NA,NA,Aerial Broadcast,NA,Brodifacoum,NA,Broome; Keith,NZ Dept. of Conservation,null,459034,Urupukapuka,Pacific Ocean - South West,New Zealand,Bay of Islands,-35.21482764,174.2318392,2.494700517,Unknown
1611,2512,Brown / Norway Rat,Rattus norvegicus,Rodent,null,Good,2009,2010,Successful,Incursion Response,Trapping,NA,NA,Unknown,NA,Unknown,NA,null,null,null,459034,Urupukapuka,Pacific Ocean - South West,New Zealand,Bay of Islands,-35.21482764,174.2318392,2.494700517,Unknown
1612,2513,Brown / Norway Rat,Rattus norvegicus,Rodent,null,Good,2014,2014,Successful,Incursion Response,Trapping,NA,NA,Unknown,NA,Unknown,NA,null,null,null,459034,Urupukapuka,Pacific Ocean - South West,New Zealand,Bay of Islands,-35.21482764,174.2318392,2.494700517,Unknown
1153,1848,Brown / Norway Rat,Rattus norvegicus,Rodent,null,Good,2009,2009,Successful,Whole Island,Toxicant,NA,NA,Aerial Broadcast,NA,Brodifacoum,NA,Broome; Keith,NZ Dept. of Conservation,null,88888067,Motutara,Pacific Ocean - South West,New Zealand,Bay of Islands (Motukiekie),-35.21439622,174.1950463,0.006875178,Unknown
1407,2280,Brown / Norway Rat,Rattus norvegicus,Rodent,null,Poor,1992,1992,Successful (Reinvaded),Whole Island,Toxicant,NA,NA,Bait Station,NA,Brodifacoum,NA,Unknown,Unknown,Unknown,88888098,Outer Stuck Anchor Rock,Pacific Ocean - South West,New Zealand,Bay of Islands (Black Rocks),-35.21171792,174.1130798,0.004859444,None
1408,2281,Black Rat,Rattus rattus,Rodent,null,Poor,1992,1992,Successful (Reinvaded),Whole Island,Toxicant,NA,NA,Bait Station,NA,Brodifacoum,NA,Unknown,Unknown,Unknown,88888098,Outer Stuck Anchor Rock,Pacific Ocean - South West,New Zealand,Bay of Islands (Black Rocks),-35.21171792,174.1130798,0.004859444,None
1405,2278,Brown / Norway Rat,Rattus norvegicus,Rodent,null,Poor,1992,1992,Successful (Reinvaded),Whole Island,Toxicant,NA,NA,Bait Station,NA,Brodifacoum,NA,Unknown,Unknown,Unknown,88888100,Stuck Anchor Rock,Pacific Ocean - South West,New Zealand,Bay of Islands (Black Rocks),-35.21017846,174.1122491,0.004084785,None
1406,2279,Black Rat,Rattus rattus,Rodent,null,Poor,1992,1992,Successful (Reinvaded),Whole Island,Toxicant,NA,NA,Bait Station,NA,Brodifacoum,NA,Unknown,Unknown,Unknown,88888100,Stuck Anchor Rock,Pacific Ocean - South West,New Zealand,Bay of Islands (Black Rocks),-35.21017846,174.1122491,0.004084785,None
259,332,Black Rat,Rattus rattus,Rodent,null,Poor,1993,1993,Successful (Reinvaded),Whole Island,Toxicant,NA,NA,Hand Broadcast,Bait Station,Brodifacoum,NA,Broome; Keith,NZ Dept. of Conservation,null,463831,Moturoa,Pacific Ocean - South West,New Zealand,Bay of Islands (Black Rocks),-35.20988997,174.0898421,1.865396984,None
301,390,Brown / Norway Rat,Rattus norvegicus,Rodent,null,Poor,1993,1993,Successful (Reinvaded),Whole Island,Toxicant,NA,NA,Hand Broadcast,Bait Station,Brodifacoum,NA,Asquith; P.,null,null,463831,Moturoa,Pacific Ocean - South West,New Zealand,Bay of Islands (Black Rocks),-35.20988997,174.0898421,1.865396984,None
1374,2218,Brown / Norway Rat,Rattus norvegicus,Rodent,null,Poor,2003,2004,Successful (Reinvaded),Whole Island,Toxicant,NA,NA,Hand Broadcast,NA,Brodifacoum,NA,null,null,null,463831,Moturoa,Pacific Ocean - South West,New Zealand,Bay of Islands (Black Rocks),-35.20988997,174.0898421,1.865396984,None
1111,1751,Black Rat,Rattus rattus,Rodent,null,Poor,1992,1992,Successful (Reinvaded),Whole Island,Toxicant,NA,NA,Bait Station,NA,Brodifacoum,NA,Unknown,Unknown,Unknown,88888093,Battleship Rock,Pacific Ocean - South West,New Zealand,Bay of Islands (Black Rocks),-35.20873745,174.1143323,0.022153023,None
1164,1862,Brown / Norway Rat,Rattus norvegicus,Rodent,null,Poor,1992,1992,Successful (Reinvaded),Whole Island,Toxicant,NA,NA,Bait Station,NA,Brodifacoum,NA,Unknown,Unknown,Unknown,88888093,Battleship Rock,Pacific Ocean - South West,New Zealand,Bay of Islands (Black Rocks),-35.20873745,174.1143323,0.022153023,None
1129,1793,Black Rat,Rattus rattus,Rodent,null,Satisfactory,1992,1992,Successful (Reinvaded),Whole Island,Toxicant,NA,NA,Bait Station,NA,Brodifacoum,NA,Unknown,Unknown,Unknown,110000204,Phil's Hat,Pacific Ocean - South West,New Zealand,Bay of Islands (Black Rocks),-35.20675354,174.1062553,0.006460508,None
1171,1871,Brown / Norway Rat,Rattus norvegicus,Rodent,null,Poor,1992,1992,Successful (Reinvaded),Whole Island,Toxicant,NA,NA,Bait Station,NA,Brodifacoum,NA,Unknown,Unknown,Unknown,110000204,Phil's Hat,Pacific Ocean - South West,New Zealand,Bay of Islands (Black Rocks),-35.20675354,174.1062553,0.006460508,None
1403,2276,Brown / Norway Rat,Rattus norvegicus,Rodent,null,Poor,1992,1992,Successful (Reinvaded),Whole Island,Toxicant,NA,NA,Bait Station,NA,Brodifacoum,NA,Unknown,Unknown,Unknown,88888101,South Crater Rim,Pacific Ocean - South West,New Zealand,Bay of Islands (Black Rocks),-35.20532153,174.1117711,0.017967541,None
1404,2277,Black Rat,Rattus rattus,Rodent,null,Poor,1992,1992,Successful (Reinvaded),Whole Island,Toxicant,NA,NA,Bait Station,NA,Brodifacoum,NA,Unknown,Unknown,Unknown,88888101,South Crater Rim,Pacific Ocean - South West,New Zealand,Bay of Islands (Black Rocks),-35.20532153,174.1117711,0.017967541,None
940,1206,Black Rat,Rattus rattus,Rodent,null,Poor,1992,1992,Successful (Reinvaded),Whole Island,Toxicant,NA,NA,Bait Station,NA,Brodifacoum,NA,Taylor; D.,null,null,463837,Little Rat,Pacific Ocean - South West,New Zealand,Bay of Islands (Black Rocks),-35.20475981,174.0992937,0.006763651,None
1173,1873,Brown / Norway Rat,Rattus norvegicus,Rodent,null,Poor,1992,1992,Successful (Reinvaded),Whole Island,Toxicant,NA,NA,Bait Station,NA,Brodifacoum,NA,null,null,null,463837,Little Rat,Pacific Ocean - South West,New Zealand,Bay of Islands (Black Rocks),-35.20475981,174.0992937,0.006763651,None
1152,1847,Brown / Norway Rat,Rattus norvegicus,Rodent,null,Good,2009,2009,Successful,Whole Island,Toxicant,NA,NA,Aerial Broadcast,NA,Brodifacoum,NA,Broome; Keith,NZ Dept. of Conservation,null,464045,Waewaetorea,Pacific Ocean - South West,New Zealand,Bay of Islands,-35.20454206,174.2159249,0.657035321,None
122,143,Brown / Norway Rat,Rattus norvegicus,Rodent,null,Satisfactory,1990,1990,Successful,Whole Island,Toxicant,NA,NA,Unknown,NA,Unknown,NA,Broome; Keith,NZ Dept. of Conservation,null,464154,Taranaki,Pacific Ocean - South West,New Zealand,Bay of Islands,-35.20377585,174.0135833,0.01590206,None
1401,2274,Brown / Norway Rat,Rattus norvegicus,Rodent,null,Poor,1992,1992,Successful (Reinvaded),Whole Island,Toxicant,NA,NA,Bait Station,NA,Brodifacoum,NA,Unknown,Unknown,Unknown,88888096,NE Crater Rim,Pacific Ocean - South West,New Zealand,Bay of Islands (Black Rocks),-35.20350583,174.1127129,0.007840979,None
1402,2275,Black Rat,Rattus rattus,Rodent,null,Poor,1992,1992,Successful (Reinvaded),Whole Island,Toxicant,NA,NA,Bait Station,NA,Brodifacoum,NA,Unknown,Unknown,Unknown,88888096,NE Crater Rim,Pacific Ocean - South West,New Zealand,Bay of Islands (Black Rocks),-35.20350583,174.1127129,0.007840979,None
927,1194,Black Rat,Rattus rattus,Rodent,null,Poor,1992,1992,Successful (Reinvaded),Whole Island,Toxicant,NA,NA,Bait Station,NA,Brodifacoum,NA,Unknown,Unknown,Unknown,110000202,Rat,Pacific Ocean - South West,New Zealand,Bay of Islands (Black Rocks),-35.20344009,174.0986825,0.014047756,None
1172,1872,Brown / Norway Rat,Rattus norvegicus,Rodent,null,Poor,1992,1992,Successful (Reinvaded),Whole Island,Toxicant,NA,NA,Bait Station,NA,Brodifacoum,NA,Unknown,Unknown,Unknown,110000202,Rat,Pacific Ocean - South West,New Zealand,Bay of Islands (Black Rocks),-35.20344009,174.0986825,0.014047756,None
937,1205,Brown / Norway Rat,Rattus norvegicus,Rodent,null,Poor,1992,1992,Successful (Reinvaded),Whole Island,Toxicant,NA,NA,Bait Station,NA,Brodifacoum,NA,Unknown,Unknown,Unknown,110000201,Mouse,Pacific Ocean - South West,New Zealand,Bay of Islands (Black Rocks),-35.20337348,174.1032424,0.012366729,None
1131,1795,Black Rat,Rattus rattus,Rodent,null,Poor,1992,1992,Successful (Reinvaded),Whole Island,Toxicant,NA,NA,Bait Station,NA,Brodifacoum,NA,Unknown,Unknown,Unknown,110000201,Mouse,Pacific Ocean - South West,New Zealand,Bay of Islands (Black Rocks),-35.20337348,174.1032424,0.012366729,None
1170,1870,Brown / Norway Rat,Rattus norvegicus,Rodent,null,Satisfactory,2009,2009,Successful,Whole Island,Toxicant,NA,NA,Aerial Broadcast,NA,Brodifacoum,NA,Broome; Keith,NZ Dept. of Conservation,null,88888086,Motungarara (Cliff Rock),Pacific Ocean - South West,New Zealand,Bay of Islands (Okahu Island),-35.20296911,174.2044992,0.01266192,None
1399,2272,Brown / Norway Rat,Rattus norvegicus,Rodent,null,Poor,1992,1992,Successful (Reinvaded),Whole Island,Toxicant,NA,NA,Bait Station,NA,Brodifacoum,NA,Unknown,Unknown,Unknown,88888097,NW Crater Rim,Pacific Ocean - South West,New Zealand,Bay of Islands (Black Rocks),-35.2029227,174.1108509,0.010369861,None
1400,2273,Black Rat,Rattus rattus,Rodent,null,Poor,1992,1992,Successful (Reinvaded),Whole Island,Toxicant,NA,NA,Bait Station,NA,Brodifacoum,NA,Unknown,Unknown,Unknown,88888097,NW Crater Rim,Pacific Ocean - South West,New Zealand,Bay of Islands (Black Rocks),-35.2029227,174.1108509,0.010369861,None
941,1207,Brown / Norway Rat,Rattus norvegicus,Rodent,null,Poor,1992,1992,Successful (Reinvaded),Whole Island,Toxicant,NA,NA,Bait Station,NA,Brodifacoum,NA,Unknown,Unknown,Unknown,110000200,West Atoll,Pacific Ocean - South West,New Zealand,Bay of Islands (Black Rocks),-35.20218735,174.0789085,0.015209873,None
1130,1794,Black Rat,Rattus rattus,Rodent,null,Poor,1992,1992,Successful (Reinvaded),Whole Island,Toxicant,NA,NA,Bait Station,NA,Brodifacoum,NA,Unknown,Unknown,Unknown,110000200,West Atoll,Pacific Ocean - South West,New Zealand,Bay of Islands (Black Rocks),-35.20218735,174.0789085,0.015209873,None
902,1166,Brown / Norway Rat,Rattus norvegicus,Rodent,null,Poor,1992,1992,Successful (Reinvaded),Whole Island,Toxicant,NA,NA,Bait Station,NA,Brodifacoum,NA,Unknown,Unknown,Unknown,463836,East Atoll,Pacific Ocean - South West,New Zealand,Bay of Islands (Black Rocks),-35.20201921,174.0804658,0.007486779,None
1387,2261,Black Rat,Rattus rattus,Rodent,null,Poor,1992,1992,Successful (Reinvaded),Whole Island,Toxicant,NA,NA,Bait Station,NA,Brodifacoum,NA,Broome; Keith,NZ Dept. of Conservation,null,463836,East Atoll,Pacific Ocean - South West,New Zealand,Bay of Islands (Black Rocks),-35.20201921,174.0804658,0.007486779,None
1397,2270,Brown / Norway Rat,Rattus norvegicus,Rodent,null,Poor,1992,1992,Successful (Reinvaded),Whole Island,Toxicant,NA,NA,Bait Station,NA,Brodifacoum,NA,Unknown,Unknown,Unknown,88888095,Flat Top Rock,Pacific Ocean - South West,New Zealand,Bay of Islands (Black Rocks),-35.20101649,174.1110981,0.012760438,None
1398,2271,Black Rat,Rattus rattus,Rodent,null,Poor,1992,1992,Successful (Reinvaded),Whole Island,Toxicant,NA,NA,Bait Station,NA,Brodifacoum,NA,Unknown,Unknown,Unknown,88888095,Flat Top Rock,Pacific Ocean - South West,New Zealand,Bay of Islands (Black Rocks),-35.20101649,174.1110981,0.012760438,None
1388,2264,Brown / Norway Rat,Rattus norvegicus,Rodent,null,Poor,1992,1992,Successful (Reinvaded),Whole Island,Toxicant,NA,NA,Bait Station,NA,Brodifacoum,NA,Unknown,Unknown,Unknown,88888089,Outer Little Rat,Pacific Ocean - South West,New Zealand,Bay of Islands (Black Rocks),-35.20011152,174.0957646,0.007561758,None
1389,2265,Black Rat,Rattus rattus,Rodent,null,Poor,1992,1992,Successful (Reinvaded),Whole Island,Toxicant,NA,NA,Bait Station,NA,Brodifacoum,NA,Unknown,Unknown,Unknown,88888089,Outer Little Rat,Pacific Ocean - South West,New Zealand,Bay of Islands (Black Rocks),-35.20011152,174.0957646,0.007561758,None
1390,2266,Brown / Norway Rat,Rattus norvegicus,Rodent,null,Poor,1992,1992,Successful (Reinvaded),Whole Island,Toxicant,NA,NA,Bait Station,NA,Brodifacoum,NA,Unknown,Unknown,Unknown,88888088,West Tern Rock,Pacific Ocean - South West,New Zealand,Bay of Islands (Black Rocks),-35.19931853,174.1067185,0.004660482,None
1391,2267,Black Rat,Rattus rattus,Rodent,null,Poor,1992,1992,Successful (Reinvaded),Whole Island,Toxicant,NA,NA,Bait Station,NA,Brodifacoum,NA,Unknown,Unknown,Unknown,88888088,West Tern Rock,Pacific Ocean - South West,New Zealand,Bay of Islands (Black Rocks),-35.19931853,174.1067185,0.004660482,None
1392,2268,Brown / Norway Rat,Rattus norvegicus,Rodent,null,Poor,1992,1992,Successful (Reinvaded),Whole Island,Toxicant,NA,NA,Bait Station,NA,Brodifacoum,NA,Unknown,Unknown,Unknown,88888102,Tern Rock,Pacific Ocean - South West,New Zealand,Bay of Islands (Black Rocks),-35.19912512,174.1091402,0.011769261,None
1393,2269,Black Rat,Rattus rattus,Rodent,null,Poor,1992,1992,Successful (Reinvaded),Whole Island,Toxicant,NA,NA,Bait Station,NA,Brodifacoum,NA,Unknown,Unknown,Unknown,88888102,Tern Rock,Pacific Ocean - South West,New Zealand,Bay of Islands (Black Rocks),-35.19912512,174.1091402,0.011769261,None
930,1197,Brown / Norway Rat,Rattus norvegicus,Rodent,null,Satisfactory,1991,1991,Successful,Whole Island,Toxicant,NA,NA,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,30590,Wainui,Pacific Ocean - South West,New Zealand,Bay of Islands,-35.19899865,174.0071967,0.017616068,None
1080,1712,Black Rat,Rattus rattus,Rodent,null,Satisfactory,2009,2009,Successful,Whole Island,Toxicant,NA,NA,Aerial Broadcast,NA,Brodifacoum,NA,Broome; Keith,NZ Dept. of Conservation,null,461560,Okahu,Pacific Ocean - South West,New Zealand,Bay of Islands,-35.19850051,174.2091029,0.331800385,None
1157,1852,Brown / Norway Rat,Rattus norvegicus,Rodent,null,Satisfactory,2009,2009,Successful,Whole Island,Toxicant,NA,NA,Aerial Broadcast,NA,Brodifacoum,NA,Broome; Keith,NZ Dept. of Conservation,null,461560,Okahu,Pacific Ocean - South West,New Zealand,Bay of Islands,-35.19850051,174.2091029,0.331800385,None
1571,2471,Brown / Norway Rat,Rattus norvegicus,Rodent,null,Satisfactory,1990,1990,Successful,Whole Island,Toxicant,NA,NA,Unknown,NA,Unknown,NA,null,null,null,110000203,Motutapu,Pacific Ocean - South West,New Zealand,Bay of Islands,-35.19288021,174.0179199,0.00402741,None
942,1208,Brown / Norway Rat,Rattus norvegicus,Rodent,null,Satisfactory,1985,1985,Successful,Whole Island,Toxicant,NA,NA,Unknown,Unknown,Unknown,Unknown,Taylor; D.,null,null,463838,Motuterahiki,Pacific Ocean - South West,New Zealand,Bay of Islands,-35.18530024,174.0952508,0.005428307,None
351,456,Black Rat,Rattus rattus,Rodent,null,Satisfactory,1992,null,Incomplete,Whole Island,Toxicant,NA,NA,Unknown,Unknown,Unknown,Unknown,Taylor; D.,null,null,464088,Harakeke (Galakek),Pacific Ocean - South West,New Zealand,Bay of Islands,-35.15568405,174.1326108,0.220959378,None
932,1199,Brown / Norway Rat,Rattus norvegicus,Rodent,1989,Satisfactory,1999,1999,Successful (Reinvaded),Whole Island,Toxicant,NA,NA,Unknown,Unknown,Unknown,Unknown,Parrish; R.,null,null,88888079,Unnamed Cape Wiwiki A (Snail Rock),Pacific Ocean - South West,New Zealand,Bay of Islands (Cape Wiwiki),-35.15366114,174.1222147,0.011000062,None
1128,1792,Black Rat,Rattus rattus,Rodent,null,Satisfactory,1989,1989,Successful (Reinvaded),Whole Island,Toxicant,NA,NA,Unknown,NA,Unknown,NA,Broome; Keith,NZ Dept. of Conservation,null,88888079,Unnamed Cape Wiwiki A (Snail Rock),Pacific Ocean - South West,New Zealand,Bay of Islands (Cape Wiwiki),-35.15366114,174.1222147,0.011000062,None
933,1200,Brown / Norway Rat,Rattus norvegicus,Rodent,1989,Satisfactory,1999,1999,Successful (Reinvaded),Whole Island,Toxicant,NA,NA,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,88888080,Unnamed Cape Wiwiki B (Gorse Island),Pacific Ocean - South West,New Zealand,Bay of Islands (Cape Wiwiki),-35.15274242,174.1215032,0.005743159,None
952,1221,Black Rat,Rattus rattus,Rodent,null,Satisfactory,null,1989,Successful (Reinvaded),Whole Island,Toxicant,NA,NA,Unknown,NA,Unknown,NA,Unknown,Unknown,Unknown,88888080,Unnamed Cape Wiwiki B (Gorse Island),Pacific Ocean - South West,New Zealand,Bay of Islands (Cape Wiwiki),-35.15274242,174.1215032,0.005743159,None
703,911,Black Rat,Rattus rattus,Rodent,null,Good,1993,1995,Successful,Whole Island,Toxicant,NA,Toxicant,Bait Station,NA,Bromadiolone,Brodifacoum,Meek; Paul,NSW Department of Environment; Climate Change and Water,null,22254,Bowen,Pacific Ocean - South West,Australia,New South Wales,-35.11833399,150.7687107,0.675909646,None
668,865,Black Rat,Rattus rattus,Rodent,null,Poor,null,2003,Unknown,Whole Island,Toxicant,NA,NA,Unknown,NA,Brodifacoum,NA,Burbidge; A.A.,Department of Conservation and Land Management; Aus,null,20299,Shelter,Indian Ocean - East,Australia,Western Australia,-35.05082409,117.6929008,0.089554316,None
1982,2990,Black Rat,Rattus rattus,Rodent,2009,Satisfactory,2009,2010,To Be Confirmed,Whole Island,Trapping,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,null,null,null,21081,Thistle,Indian Ocean - East,Australia,Spencer Gulf,-34.99873363,136.1463699,40.99782984,11 - 100
1751,2681,Polynesian Rat,Rattus exulans,Rodent,null,Poor,2011,2011,Failed,Whole Island,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,null,null,null,459036,Stephenson (Ririwha),Pacific Ocean - South West,New Zealand,Whangaroa Bay,-34.96352662,173.7804043,1.358657089,1-Oct
